CCI_code,CCI_description
1SQ91LANWG,"Excision radical,  pelvis using pedicled flap using screw, screw with plate"
1SQ91LANWK,"Excision radical,  pelvis using bone homograft using screw, screw with plate"
1SQ91LANWN,"Excision radical,  pelvis using synthetic tissue[e.g. bone cement or paste] using screw, screw with plate"
1SQ91LANWQ,"Excision radical,  pelvis using combined sources of tissue[e.g. graft, flap, bone cement] using screw, screw with plate"
1SQ91LAPM,"Excision radical,  pelvis no tissue used [for closure of defect] using endoprosthesis (to replace hip joint)"
1SQ91LAPMA,"Excision radical,  pelvis using bone autograft using endoprosthesis (to replace hip joint)"
1SQ91LAPMF,"Excision radical,  pelvis using free flap using endoprosthesis (to replace hip joint)"
1SQ91LAPMG,"Excision radical,  pelvis using pedicled flap using endoprosthesis (to replace hip joint)"
1SQ91LAPMK,"Excision radical,  pelvis using bone homograft using endoprosthesis (to replace hip joint)"
1SQ91LAPMN,"Excision radical,  pelvis using synthetic tissue[e.g. bone cement or paste] using endoprosthesis (to replace hip joint)"
1SQ91LAPMQ,"Excision radical,  pelvis using combined sources of tissue[e.g. graft, flap, bone cement] using endoprosthesis (to replace hip joint)"
1SQ91LAXXA,"Excision radical,  pelvis using bone autograft with no device used"
1SQ91LAXXF,"Excision radical,  pelvis using free flap with no device used"
1SQ91LAXXG,"Excision radical,  pelvis using pedicled flap with no device used"
1SQ91LAXXK,"Excision radical,  pelvis using bone homograft with no device used"
1SQ91LAXXN,"Excision radical,  pelvis using synthetic tissue[e.g. bone cement or paste] with no device used"
1SQ91LAXXQ,"Excision radical,  pelvis using combined sources of tissue[e.g. graft, flap, bone cement] with no device used"
1SQ93LAXXE,"Amputation, pelvis using local flap myoplasty (for closure of stump)"
1SQ93LAXXF,"Amputation, pelvis using free flap (for closure of stump)"
1SQ93LAXXG,"Amputation, pelvis using pedicled flap [e.g. gluteus maximus to abdominis rectus] (for closure of stump)"
1SQ93LAXXQ,"Amputation, pelvis using combined sources of tissue [e.g. graft, flap] (for closure of stump)"
1SW55LAKD,"Removal of device, pubis of wire/mesh using open approach"
1SW55LANV,"Removal of device, pubis of pin/nail using open approach"
1SW55LANW,"Removal of device, pubis of screw/plate using open approach"
1SW73JA,"Reduction, pubis using closed (external) approach"
1SW74LAKD,"Fixation, pubis using open approach and wire/mesh fixation"
1SW74LANV,"Fixation, pubis using open approach and pin/nail fixation"
1SW74LANW,"Fixation, pubis using open approach and screw/plate fixation"
1SW87LA,"Excision partial, pubis using open approach"
1SY02YD,"Exercise, muscles of the chest and abdomen using exercise NOS"
1SY02YK,"Exercise, muscles of the chest and abdomen using passive motion exercise"
1SY02YL,"Exercise, muscles of the chest and abdomen using postural exercise [e.g. positioning, stabilizing]"
1SY02YN,"Exercise, muscles of the chest and abdomen using active range of motion exercise"
1SY02YQ,"Exercise, muscles of the chest and abdomen using resistive exercise"
1SY02ZA,"Exercise, muscles of the chest and abdomen using aquatic exercise"
1SY02ZB,"Exercise, muscles of the chest and abdomen using balance training exercise"
1SY04JH,"Mobilization, muscles of the chest and abdomen using external approach with manual technique"
1SY09HAJA,"Stimulation, muscles of the chest and abdomen using percutaneous insertion of electrodes"
1SY09JAAG,"Stimulation, muscles of the chest and abdomen using laser"
1SY09JAAZ,"Stimulation, muscles of the chest and abdomen using ultrasound"
1SY09JADV,"Stimulation, muscles of the chest and abdomen using transcutaneous electric nerve stimulation [TENS]"
1SY09JADW,"Stimulation, muscles of the chest and abdomen using electrical neuromuscular stimulation nerve stimulation [EMS]"
1SY09JADX,"Stimulation, muscles of the chest and abdomen using interferential stimulation"
1SY09JAEE,"Stimulation, muscles of the chest and abdomen using functional electrical stimulation [FES]"
1SY55DAXXN,"Removal of device, muscles of the chest and abdomen of mesh using endoscopic [laparoscopic] approach"
1SY55LAFT,"Removal of device, muscles of the chest and abdomen of permanent catheter [peritoneal dialysis] using open approach"
1SY55LAJA,"Removal of device, muscles of the chest and abdomen of electrical stimulation device [e.g. electrodes] using open approach"
1SY55LAXXN,"Removal of device, muscles of the chest and abdomen of mesh using open approach"
1SY57LA,"Extraction, muscles of the chest and abdomen using open approach"
1SY58LAXXA,"Procurement, muscles of the chest and abdomen of muscle (or fascia or tendon) graft"
1SY58LAXXF,"Procurement, muscles of the chest and abdomen of free flap"
1SY58LAXXG,"Procurement, muscles of the chest and abdomen of (distant) pedicled flap"
1SY72WJ,"Release, muscles of the chest and abdomen using open excisional technique [e.g. fasciectomy]"
1SY72WK,"Release, muscles of the chest and abdomen using open incisional technique [e.g. fasciotomy, myotomy]"
1SY80DA,"Repair, muscles of the chest and abdomen endoscopic [laparoscopic] approach without tissue [e.g. suturing or stapling]"
1SY80DAXXA,"Repair, muscles of the chest and abdomen endoscopic [laparoscopic] approach using autograft [e.g. fascia, skin]"
1SY80DAXXF,"Repair, muscles of the chest and abdomen endoscopic [laparoscopic] approach using free flap [e.g. free myocutaneous flap]"
1SY80DAXXG,"Repair, muscles of the chest and abdomen endoscopic [laparoscopic] approach using pedicled flap [e.g. abdominis rectus or deltopectoral]"
1SY80DAXXL,"Repair, muscles of the chest and abdomen, endoscopic [laparoscopic] approach using xenograft [e.g. Surgis, SIS (small intestine submucosa)]"
1SY80DAXXN,"Repair, muscles of the chest and abdomen endoscopic [laparoscopic] approach using synthetic tissue [e.g. mesh, sponge]"
1SY80GDXXN,"Repair, muscles of the chest and abdomen endoscopic [laparoscopic] approach with special incisional technique using synthetic tissue [e.g. mesh, sponge]"
1SY80LA,"Repair, muscles of the chest and abdomen open approach without tissue [e.g. suturing or stapling]"
1SY80LAFF,"Repair, muscles of the chest and abdomen open approach and using temporary  abdominal closure device"
1SY80LATZ,"Repair, muscles of the chest and abdomen open approach using zipper [temporary] (for repeat access to abdomen)"
1SY80LAXXA,"Repair, muscles of the chest and abdomen open approach using autograft [e.g. fascia, skin]"
1SY80LAXXF,"Repair, muscles of the chest and abdomen open approach using free flap [e.g. free myocutaneous flap]"
1SY80LAXXG,"Repair, muscles of the chest and abdomen open approach using pedicled flap [e.g. abdominis rectus or deltopectoral]"
1SY80LAXXK,"Repair, muscles of the chest and abdomen open approach using homograft [e.g. tissue from deceased donor]"
1SY80LAXXL,"Repair, muscles of the chest and abdomen, open approach  using xenograft [e.g. Surgisis, SIS (small intestine submucosa)]"
1SY80LAXXN,"Repair, muscles of the chest and abdomen open approach using synthetic tissue [e.g. mesh, sponge]"
1SY80LAXXQ,"Repair, muscles of the chest and abdomen open approach and combined sources of tissue (e.g. mesh with autograft)"
1SY80WJ,"Repair, muscles of the chest and abdomen open approach using special excisional technique"
1SY84LA,"Construction or reconstruction, muscles of the chest and abdomen using apposition technique [e.g. suturing]"
1SY84LAXXA,"Construction or reconstruction, muscles of the chest and abdomen using autograft [e.g. umbilical patch]"
1SY84LAXXK,"Construction or reconstruction, muscles of the chest and abdomen using homograft"
1SY84LAXXL,"Construction or reconstruction, muscles of the chest and abdomen using xenograft"
1SY84LAXXN,"Construction or reconstruction, muscles of the chest and abdomen using synthetic tissue [e.g. mesh, silastic sheath, silo]"
1SY84LAXXQ,"Construction or reconstruction, muscles of the chest and abdomen using combined synthetic tissue and local transposition flap [e.g. gortex or mesh with advancement skin flap]"
1SY87LA,"Excision partial, muscles of the chest and abdomen using simple apposition technique [e.g. suture, staple] (for closure of surgical defect)"
1SY87LAXXA,"Excision partial, muscles of the chest and abdomen using autograft [e.g. fascia or skin] (for closure of surgical defect)"
1SY87LAXXE,"Excision partial, muscles of the chest and abdomen using local transposition flap [e.g. advancement muscle or Z-plasty skin flap] (for closure of defect)"
1SY87LAXXF,"Excision partial, muscles of the chest and abdomen using free flap [e.g. myocutaneous free flap] (for closure of defect)"
1SY87LAXXQ,"Excision partial, muscles of the chest and abdomen using combined sources of tissue [e.g. skin graft with flap] (for closure of defect)"
1SZ06JAKL,"Hypothermy, soft tissue of the chest and abdomen using external cold (dry) device [e.g. cold pack]"
1SZ06JAKM,"Hypothermy, soft tissue of the chest and abdomen using external cold (moist) device [e.g. compress]"
1SZ07JADU,"Hyperthermy, soft tissue of the chest and abdomen using infrared device [e.g. lamp, baker]"
1SZ07JAHB,"Hyperthermy, soft tissue of the chest and abdomen using diathermy device [e.g. microwave, shortwave]"
1SZ07JAKH,"Hyperthermy, soft tissue of the chest and abdomen using external dry heat device"
1SZ07JAKJ,"Hyperthermy, soft tissue of the chest and abdomen using external moist heat [e.g. compress, bath]"
1SZ07JAKQ,"Hyperthermy, soft tissue of the chest and abdomen using paraffin"
1SZ07JATQ,"Hyperthermy, soft tissue of the chest and abdomen using tank [e.g. Hubbard]"
1SZ07JATR,"Hyperthermy, soft tissue of the chest and abdomen using whirlpool"
1SZ12JA,"Therapy, soft tissue of the chest and abdomen using other technique NEC"
1SZ12JAAG,"Therapy, soft tissue of the chest and abdomen using laser NEC (with or without photosensitizing chemical)"
1SZ12JADQ,"Therapy, soft tissue of the chest and abdomen using ultraviolet light"
1SZ12JADU,"Therapy, soft tissue of the chest and abdomen using light NEC [e.g. long wave red light]"
1SZ12JD,"Therapy, soft tissue of the chest and abdomen using acupressure technique"
1SZ12JJ,"Therapy, soft tissue of the chest and abdomen using  massage technique"
1SZ12JP,"Therapy, soft tissue of the chest and abdomen using therapeutic touch technique"
1SZ13HAC2,"Control of bleeding, soft tissue of the chest and abdomen using percutaneous injection of antihemorrhagic agent"
1SZ13JAC2,"Control of bleeding, soft tissue of the chest and abdomen using topical antihemorrhagic agent"
1SZ13JN,"Control of bleeding, soft tissue of the chest and abdomen using external manual compression"
1SZ26HA,"Brachytherapy, soft tissue of the chest and abdomen using percutaneous (transcatheter or transneedle) approach"
1SZ26LA,"Brachytherapy, soft tissue of the chest and abdomen using open approach"
1SZ27JA,"Radiation, soft tissue of the chest and abdomen using external beam"
1SZ35HAJ2,"Pharmacotherapy (local), soft tissue of the chest and abdomen percutaneous approach using corticosteroid agent"
1SZ35HAK0,"Pharmacotherapy (local), soft tissue of the chest and abdomen percutaneous approach using antiinfective agent NOS"
1SZ35HAP1,"Pharmacotherapy (local), soft tissue of the chest and abdomen percutaneous approach using local anesthetic agent"
1SZ35HAP2,"Pharmacotherapy (local), soft tissue of the chest and abdomen percutaneous approach using analgesic agent"
1SZ35HAT9,"Pharmacotherapy (local), soft tissue of the chest and abdomen percutaneous approach using pharmacological agent NEC"
1SZ35JAD1,"Pharmacotherapy (local), soft tissue of the chest and abdomen direct instillation [into wound] using antiinfective irrigating solution"
1SZ35JAD2,"Pharmacotherapy (local), soft tissue of the chest and abdomen direct instillation [into wound] using salt irrigating solution"
1SZ35JAD3,"Pharmacotherapy (local), soft tissue of the chest and abdomen direct instillation [into wound] using other irrigating solution"
1SZ35JAP1,"Pharmacotherapy (local), soft tissue of the chest and abdomen direct instillation [into wound] using local anesthetic agent"
1SZ35JAP2,"Pharmacotherapy (local), soft tissue of the chest and abdomen direct instillation [into wound] using analgesic agent"
1SZ35JAT9,"Pharmacotherapy (local), soft tissue of the chest and abdomen direct instillation [into wound] using pharmacological agent NEC"
1SZ52HA,"Drainage, soft tissue of the chest and abdomen using percutaneous (needle) approach"
1SZ52HATS,"Drainage, soft tissue of the chest and abdomen using percutaneous approach with drainage tube left in situ"
1SZ52LA,"Drainage, soft tissue of the chest and abdomen using open (incisional) approach"
1SZ53HAEM,"Implantation of internal device, soft tissue of the chest and abdomen of brachytherapy applicator using percutaneous approach"
1SZ53LAEM,"Implantation of internal device, soft tissue of the chest and abdomen of brachytherapy applicator using open approach"
1SZ55JAEB,"Removal of device, soft tissue of the chest and abdomen of radioactive implant using external approach"
1SZ55JAFF,"Removal of device, soft tissue of the chest and abdomen of closure device (e.g. sutures) using external approach"
1SZ55JAGX,"Removal of device, soft tissue of the chest and abdomen of device NEC using external approach"
1SZ55JAHD,"Removal of device, soft tissue of the chest and abdomen of wound drain using external approach"
1SZ55LAEB,"Removal of device, soft tissue of the chest and abdomen of radioactive implant using open approach"
1SZ55LAXXN,"Removal of device, soft tissue of the chest and abdomen of mesh using open approach"
1SZ56JA,"Removal of foreign body, soft tissue of the chest and abdomen using external approach (for simple extraction)"
1SZ56LA,"Removal of foreign body, soft tissue of the chest and abdomen using open (incisional) approach"
1SZ59HAAW,"Destruction, soft tissue of the chest and abdomen using percutaneous  needle approach [injection] and radiofrequency probe"
1SZ59LA,"Destruction, soft tissue of the chest and abdomen using open approach"
1SZ87DA,"Excision partial, soft tissue of the chest and abdomen using endoscopic (laparoscopic) approach"
1SZ87LA,"Excision partial, soft tissue of the chest and abdomen using open approach and apposition [suture, staple] (to close surgical defect)"
1SZ87LAXXA,"Excision partial, soft tissue of the chest and abdomen using open approach and autograft [e.g. fascia or skin] (to close surgical defect)"
1SZ87LAXXE,"Excision partial, soft tissue of the chest and abdomen using open approach and local transposition flap [e.g. advancement muscle or Z-plasty skin flap] (to close surgical defect)"
1SZ87LAXXF,"Excision partial, soft tissue of the chest and abdomen using open approach and free flap (to close surgical defect)"
1SZ87LAXXG,"Excision partial, soft tissue of the chest and abdomen using open approach and pedicled flap (to close surgical defect)"
1SZ87LAXXN,"Excision partial, soft tissue of the chest and abdomen using open approach and synthetic tissue [e.g. mesh] (to close surgical defect)"
1SZ87LAXXQ,"Excision partial, soft tissue of the chest and abdomen using open approach and combined sources of tissue [e.g. flaps and grafts or mesh with graft/flap] (to close surgical defect)"
1TA02YD,"Exercise, shoulder joint using exercise NOS"
1TA02YG,"Exercise, shoulder joint using exertional rotation exercise"
1TA02YK,"Exercise, shoulder joint using passive motion exercise"
1TA02YL,"Exercise, shoulder joint using postural exercise"
1TA02YN,"Exercise, shoulder joint using active range of motion exercise"
1TA02YQ,"Exercise, shoulder joint using resistive exercise"
1TA02ZA,"Exercise, shoulder joint using aquatic exercise"
1TA02ZB,"Exercise, shoulder joint using balance training exercise"
1TA03HAKC,"Immobilization, shoulder joint using percutaneous external fixator"
1TA03JAEQ,"Immobilization, shoulder joint using brace"
1TA03JAFG,"Immobilization, shoulder joint using binding device [e.g. restrictive dressing, figure of 8 strap]"
1TA03JAFQ,"Immobilization, shoulder joint using cast [e.g. cummerbund handshake cast]"
1TA03JAMM,"Immobilization, shoulder joint using pneumatic orthotic device [e.g. air cast]"
1TA03JASQ,"Immobilization, shoulder joint using sling"
1TA03JASR,"Immobilization, shoulder joint using splinting device [e.g. modified shoulder spica]"
1TA04JH,"Mobilization, shoulder joint using external approach with manual technique"
1TA05JH,"Manipulation, shoulder joint using external approach with manual technique"
1TA06JAKL,"Hypothermy, shoulder joint using external cold (dry) device [e.g. cold pack]"
1TA06JAKM,"Hypothermy, shoulder joint using external cold (moist) device [e.g. compress, bath]"
1TA07JACG,"Hyperthermy, shoulder joint using microwave"
1TA07JADU,"Hyperthermy, shoulder joint using infrared device [e.g. lamp, baker]"
1TA07JADZ,"Hyperthermy, shoulder joint using short wave"
1TA07JAEA,"Hyperthermy, shoulder joint using conductive heat device"
1TA07JAHB,"Hyperthermy, shoulder joint using other diathermy device NEC"
1TA07JAKH,"Hyperthermy, shoulder joint using externally applied dry heat [e.g. heating pad]"
1TA07JAKJ,"Hyperthermy, shoulder joint using externally applied moist heat [e.g. compress, soak]"
1TA07JAKQ,"Hyperthermy, shoulder joint using paraffin"
1TA07JATQ,"Hyperthermy, shoulder joint using tank [e.g. Hubbard]"
1TA07JATR,"Hyperthermy, shoulder joint using whirlpool"
1TA12JAAG,"Therapy, shoulder joint using laser NEC (with or without photosensitizing chemicals)"
1TA12JADQ,"Therapy, shoulder joint using ultraviolet light"
1TA12JADU,"Therapy, shoulder joint using light NEC [e.g. long wave red light]"
1TA12JJ,"Therapy, shoulder joint using massage technique"
1TA35DAD1,"Pharmacotherapy (local), shoulder joint endoscopic (arthroscopic) approach using antiinfective irrigating solution"
1TA35DAD2,"Pharmacotherapy (local), shoulder joint endoscopic (arthroscopic) approach using salt irrigating solution"
1TA35DAD3,"Pharmacotherapy (local), shoulder joint endoscopic (arthroscopic) approach using other irrigating solution"
1TA35DAP1,"Pharmacotherapy (local), shoulder joint endoscopic(arthroscopic) approach using local anesthetic agent"
1TA35HAJ2,"Pharmacotherapy (local), shoulder joint percutaneous needle approach using corticosteroid agent"
1TA35HAK0,"Pharmacotherapy (local), shoulder joint percutaneous needle approach using antiinfective agent NEC"
1TA35HAN1,"Pharmacotherapy (local), shoulder joint percutaneous needle approach using antiinflammatory agent"
1TA35HAP1,"Pharmacotherapy (local), shoulder joint using percutaneous (needle) approach and local anesthetic agent"
1TA35HAP2,"Pharmacotherapy (local), shoulder joint percutaneous (needle) approach using analgesic agent"
1TA35HAT9,"Pharmacotherapy (local), shoulder joint percutaneous needle approach using pharmacological agent NEC"
1TA35LAK8,"Pharmacotherapy (local), shoulder joint open approach and antibacterial agent (e.g. gentamycin beads)"
1TA38HAKC,"Management of external appliance, shoulder joint of percutaneous external fixator device"
1TA38JAEQ,"Management of external appliance, shoulder joint of brace"
1TA38JAFG,"Management of external appliance, shoulder joint of binding device [e.g. restrictive dressing, figure of 8 strap]"
1TA38JAFQ,"Management of external appliance, shoulder joint of cast [e.g. Cummerbund handshake cast]"
1TA38JAMM,"Management of external appliance, shoulder joint of pneumatic orthotic device [e.g. air cast]"
1TA38JASQ,"Management of external appliance, shoulder joint of sling"
1TA38JASR,"Management of external appliance, shoulder joint of splinting device [e.g. modified shoulder spica]"
1TA52DA,"Drainage, shoulder joint using endoscopic [arthroscopic] approach"
1TA52HA,"Drainage, shoulder joint using percutaneous (needle) aspiration"
1TA52WJ,"Drainage, shoulder joint using open excisional approach [e.g. bursectomy]"
1TA52WK,"Drainage, shoulder joint using open incisional approach [e.g. bursotomy]"
1TA53LAPM,"Implantation of internal device, shoulder joint uncemented single-component prosthetic device [e.g. humeral head]"
1TA53LAPMA,"Implantation of internal device, shoulder joint with bone autograft [uncemented] single-component prosthetic device [e.g. humeral head]"
1TA53LAPMK,"Implantation of internal device, shoulder joint with bone homograft [uncemented] single-component prosthetic device [e.g. humeral head]"
1TA53LAPMN,"Implantation of internal device, shoulder joint with synthetic material (e.g. bone paste, cement) using single component prosthetic device [e.g. humeral head]"
1TA53LAPMQ,"Implantation of internal device, shoulder joint with combined sources of tissue (e.g. bone graft, cement, paste) using single-component prosthetic device [e.g. humeral head]"
1TA53LAPN,"Implantation of internal device, shoulder joint uncemented dual-component prosthetic device [humeral head and glenoid cup]"
1TA53LAPNA,"Implantation of internal device, shoulder joint with bone autograft [uncemented] dual-component prosthetic device [humeral head and glenoid cup]"
1TA53LAPNK,"Implantation of internal device, shoulder joint with bone homograft [uncemented] dual-component prosthetic device [humeral head and glenoid cup]"
1TA53LAPNN,"Implantation of internal device, shoulder joint with synthetic material (e.g. bone paste, cement) dual component prosthetic device [humeral head and glenoid cup]"
1TA53LAPNQ,"Implantation of internal device, shoulder joint with combined sources of tissue (e.g. bone graft, cement, paste) using dual-component prosthetic device [humeral head and glenoid cup]"
1TA53LAPQ,"Implantation of internal device, shoulder joint uncemented reverse dual component prosthetic device [humeral cup and glenoid head]"
1TA53LAPQA,"Implantation of internal device, shoulder joint with bone autograft [uncemented] reverse dual component prosthetic device [humeral cup and glenoid head]"
1TA53LAPQK,"Implantation of internal device, shoulder joint with bone homograft [uncemented] reverse dual component prosthetic device [humeral cup and glenoid head]"
1TA53LAPQN,"Implantation of internal device, shoulder joint with synthetic material (e.g. bone paste, cement) reverse dual component prosthetic device [humeral cup and glenoid head]"
1TA53LAPQQ,"Implantation of internal device, shoulder joint with combined sources of tissue (e.g. bone graft, cement, paste) reverse dual component prosthetic device [humeral cup and glenoid head]"
1TA53LAPR,"Implantation of internal device, shoulder joint uncemented partial component [e.g. polyethylene liner alone]"
1TA53LASLN,"Implantation of internal device, shoulder joint with synthetic material (e.g. bone paste, cement) using cement spacer (temporary) [impregnated with antibiotics]"
1TA55DAGX,"Removal of device, shoulder joint of device NEC using endoscopic approach"
1TA55DANW,"Removal of device, shoulder joint of plate/screw using endoscopic approach"
1TA55JAGX,"Removal of device, shoulder joint of device NEC using external approach"
1TA55LAK8,"Removal of device, shoulder joint of antibacterial agent (e.g. gentamycin beads) using open approach"
1TA55LAKD,"Removal of device, shoulder joint of wire/staple using open approach"
1TA55LANV,"Removal of device, shoulder joint of pin/nail using open approach"
1TA55LANW,"Removal of device, shoulder joint of plate/screw using open approach"
1TA55LAPM,"Removal of device, shoulder joint of uncemented single component prosthetic device using open approach"
1TA55LAPMN,"Removal of device, shoulder joint of cemented single component prosthetic device using open approach"
1TA55LAPN,"Removal of device, shoulder joint of uncemented dual component prosthetic device using open approach"
1TA55LAPNN,"Removal of device, shoulder joint of cemented dual component prosthetic device using open approach"
1TA55LAXXN,"Removal of device, shoulder joint of mesh using open approach"
1TA58DA,"Procurement, shoulder joint using endoscopic [arthroscopic] approach"
1TA58HA,"Procurement, shoulder joint using percutaneous (needle) approach"
1TA59HAAW,"Destruction, shoulder joint using percutaneous (needle) approach with radiofrequency probe"
1TA59HAV1,"Destruction, shoulder joint using percutaneous (needle) approach with radioactive pharmaceutical agent [e.g. erbium 169, yttrium-90, P32]"
1TA59HAX7,"Destruction, shoulder joint using percutaneous (needle) approach with chemical agent NEC"
1TA72DA,"Release, shoulder joint using endoscopic [arthroscopic] approach"
1TA72LA,"Release, shoulder joint using open (incisional) approach"
1TA73JA,"Reduction, shoulder joint using closed (external) approach"
1TA73LA,"Reduction, shoulder joint using open approach"
1TA74DAKD,"Fixation, shoulder joint endoscopic approach fixation device alone using wire, mesh, staple"
1TA74DAKDA,"Fixation, shoulder joint with autograft endoscopic approach using wire, mesh, staple"
1TA74DAKDK,"Fixation, shoulder joint endoscopic approach with homograft using wire, mesh, staple"
1TA74DAKDN,"Fixation, shoulder joint endoscopic approach with synthetic tissue [e.g. cement, paste] using wire, mesh, staple"
1TA74DAKDQ,"Fixation, shoulder joint endoscopic approach with combined sources of tissue [e.g. bone graft, cement/paste] using wire, mesh, staple"
1TA74DANV,"Fixation, shoulder joint endoscopic approach fixation device alone using pin, nail"
1TA74DANVA,"Fixation, shoulder joint endoscopic approach with autograft using pin, nail"
1TA74DANVK,"Fixation, shoulder joint endoscopic approach with homograft using pin, nail"
1TA74DANVN,"Fixation, shoulder joint endoscopic approach with synthetic tissue [e.g. cement, paste] using pin, nail"
1TA74DANVQ,"Fixation, shoulder joint endoscopic approach with combined sources of tissue [e.g. bone graft, cement/paste] using pin, nail"
1TA74DANW,"Fixation, shoulder joint endoscopic approach fixation device alone using plate, screw"
1TA74DANWA,"Fixation, shoulder joint endoscopic approach with autograft using plate, screw"
1TA74DANWK,"Fixation, shoulder joint endoscopic approach with homograft using plate, screw"
1TA74DANWN,"Fixation, shoulder joint endoscopic approach with synthetic tissue [e.g. cement, paste] using plate, screw"
1TA74DANWQ,"Fixation, shoulder joint endoscopic approach with combined sources of tissue [e.g. bone graft, cement/paste] using plate, screw"
1TA74HAKD,"Fixation, shoulder joint percutaneous approach [e.g. with closed or no reduction] fixation device alone using wire, suture, staple"
1TA74HALQ,"Fixation, shoulder joint percutaneous approach [e.g. with closed or no reduction] fixation device alone using intramedullary nail"
1TA74HANV,"Fixation, shoulder joint percutaneous approach [e.g. with closed or no reduction] fixation device alone using pin, nail"
1TA74HANW,"Fixation, shoulder joint using percutaneous approach [e.g. with closed or no reduction] fixation device alone using plate, screw"
1TA74LAKD,"Fixation, shoulder joint open approach fixation device alone using wire, mesh, staple"
1TA74LAKDA,"Fixation, shoulder joint open approach with autograft using wire, mesh, staple"
1TA74LAKDK,"Fixation, shoulder joint open approach with homograft using wire, mesh, staple"
1TA74LAKDN,"Fixation, shoulder joint open approach with synthetic tissue [e.g. cement, paste] using wire, mesh, staple"
1TA74LAKDQ,"Fixation, shoulder joint open approach with combined sources of tissue [e.g. bone graft, cement/paste] using wire, mesh, staple"
1TA74LALQ,"Fixation, shoulder joint open approach fixation device alone using intramedullary nail"
1TA74LALQA,"Fixation, shoulder joint open approach with autograft using intramedullary nail"
1TA74LALQK,"Fixation, shoulder joint open approach with homograft using intramedullary nail"
1TA74LALQN,"Fixation, shoulder joint open approach with synthetic tissue [e.g. cement, paste] using intramedullary nail"
1TA74LALQQ,"Fixation, shoulder joint open approach with combined sources of tissue [e.g. bone graft, cement/paste] using intramedullary nail"
1TA74LANV,"Fixation, shoulder joint open approach fixation device alone using pin, nail"
1TA74LANVA,"Fixation, shoulder joint open approach with autograft using pin, nail"
1TA74LANVK,"Fixation, shoulder joint open approach with homograft using pin, nail"
1TA74LANVN,"Fixation, shoulder joint open approach with synthetic tissue [e.g. cement, paste] using pin, nail"
1TA74LANVQ,"Fixation, shoulder joint open approach with combined sources of tissue [e.g. bone graft, cement/paste] using pin, nail"
1TA74LANW,"Fixation, shoulder joint open approach fixation device alone using plate, screw"
1TA74LANWA,"Fixation, shoulder joint open approach with autograft using plate, screw"
1TA74LANWK,"Fixation, shoulder joint open approach with homograft using plate, screw"
1TA74LANWN,"Fixation, shoulder joint open approach with synthetic tissue [e.g. cement, paste] using plate, screw"
1TA74LANWQ,"Fixation, shoulder joint open approach with combined sources of tissue [e.g. bone graft, cement/paste] using plate, screw"
1TA75LAKD,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] fixation device alone using wire, mesh, staple"
1TA75LAKDA,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] with bone autograft using wire, mesh, staple"
1TA75LAKDK,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] with bone homograft using wire, mesh, staple"
1TA75LAKDN,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] with synthetic tissue [e.g. bone cement or paste] using wire, mesh, staple"
1TA75LAKDQ,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] with combined sources of tissue [e.g. bone graft, cement/paste] using wire, mesh, staple"
1TA75LANV,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] fixation device alone using pin, nail"
1TA75LANVA,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] with bone autograft using pin, nail"
1TA75LANVK,"Fusion, shoulder joint unilateral fusion [glenohumeral] or fusion, shoulder joint NOS with bone homograft using pin, nail"
1TA75LANVN,"Fusion, shoulder joint unilateral fusion [glenohumeral] or fusion, shoulder joint NOS with synthetic tissue [e.g. bone cement or paste] using pin, nail"
1TA75LANVQ,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] with combined sources of tissue [e.g. bone graft, cement/paste] using pin, nail"
1TA75LANW,"Fusion, shoulder joint NOS or unilateral fusion [glenohumeral] fixation device alone using plate, screw"
1TA75LANWA,"Fusion, shoulder joint NOS or unilateral [glenohumeral] with bone autograft using plate, screw"
1TA75LANWK,"Fusion, shoulder joint NOS or unilateral [glenohumeral] with bone homograft using plate, screw"
1TA75LANWN,"Fusion, shoulder joint NOS or unilateral [glenohumeral] with synthetic tissue [e.g. bone cement or paste] using plate, screw"
1TA75LANWQ,"Fusion, shoulder joint NOS or unilateral [glenohumeral] with combined sources of tissue [e.g. bone graft, cement/paste] using plate, screw"
1TA75SCKD,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint fixation device alone using wire, mesh, staple"
1TA75SCKDA,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with bone autograft using wire, mesh, staple"
1TA75SCKDK,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with bone homograft using wire, mesh, staple"
1TA75SCKDN,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with synthetic tissue [e.g. bone cement or paste] using wire, mesh, staple"
1TA75SCKDQ,"Fusion, shoulder joint bilateral fusion [glenohumeral and acromioclavicular] of shoulder joint with combined sources of tissue [e.g. bone graft, cement/paste] using wire, mesh, staple"
